taxonID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks
OSROUCKL6N2D1T7A5NMALH,Romania,RO,doubtful,introduced,casual,transportStowaway,2018/2021,"Cogalniceanu D, Cobzaru I, Dragan O, Fanaru G, Iftime A, Stanescu F, Telea E, Topliceanu S, Ureche D, Chisamera G, Petrescu A, Iftime O (2021) Raport tehnic privind sursele bibliografice referitoare la speciile de vertebrate terestre alogene invazive si potential invazive. Zenodo. https://doi.org/10.5281/zenodo.5593956 | Iftime A, Iftime O (2021) Alien fish, amphibian and reptile species in Romania and their invasive status: a review with new data. Travaux du Museum National d'Histoire Naturelle ""Grigore Antipa"" 64: 131-186. https://doi.org/10.3897/travaux.64.e67558 | https://www.inaturalist.org/observations/318027059",probabbly misidentified in 10.5281/zenodo.5593956. The record is likely Mediodactylus danilewskii
OSROUCKL6NQ8WEKQRMYYB5,Romania,RO,present,introduced,colonising,transportStowaway,2010/2021,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Powell EC, Zenoble M, Miller DR, Normark BB, Gregory EA (2024) A New Invasive Lepidosaphes Armored Scale (Hemiptera: Coccomorpha: Diaspididae) for Florida: First Records, Natural Enemies, and an Identification Key. Insecta Mundi, 1574: 1-24. | Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.",
OSROUCKL6NQ8WEKQRMYYB5,Romania,RO,present,introduced,colonising,contaminantOnPlants,2010/2021,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Powell EC, Zenoble M, Miller DR, Normark BB, Gregory EA (2024) A New Invasive Lepidosaphes Armored Scale (Hemiptera: Coccomorpha: Diaspididae) for Florida: First Records, Natural Enemies, and an Identification Key. Insecta Mundi, 1574: 1-24. | Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.",
OSROUCKL6NQV1WGPA9JR5J,Romania,RO,present,introduced,invasive,waterwaysBasinsSeas,1916/2025,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | GBIF.org (2026) Occurrence Download. The Global Biodiversity Information Facility. https://doi.org/10.15468/dl.pec5x5 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Editura Ion Ionescu de la Brad, Iasi | Prodan I (1939) Flora pentru determinarea si descrierea plantelor ce cresc in Romania. Ed. 2, Cluj | Blackburn TM, Pysek P, Bacher S, Carlton JT, Duncan RP, Jarosik V, Wilson JRU, Richardson DM (2011) A proposed unified framework for biological invasions. Trends in Ecology and Evolution 26: 333–339. https://doi.org/10.1016/j.tree.2011.03.023 | Plants of the World Online (2026) https://powo.science.kew.org/",
OSROUCKL6NQV1WGPA9JR5J,Romania,RO,present,introduced,invasive,aquacultureMariculture,1916/2025,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | GBIF.org (2026) Occurrence Download. The Global Biodiversity Information Facility. https://doi.org/10.15468/dl.pec5x5 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Editura Ion Ionescu de la Brad, Iasi | Prodan I (1939) Flora pentru determinarea si descrierea plantelor ce cresc in Romania. Ed. 2, Cluj | Blackburn TM, Pysek P, Bacher S, Carlton JT, Duncan RP, Jarosik V, Wilson JRU, Richardson DM (2011) A proposed unified framework for biological invasions. Trends in Ecology and Evolution 26: 333–339. https://doi.org/10.1016/j.tree.2011.03.023 | Plants of the World Online (2026) https://powo.science.kew.org/",
OSROUCKL6NQV1WGPA9JR5J,Romania,RO,present,introduced,invasive,naturalDispersal,1916/2025,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | GBIF.org (2026) Occurrence Download. The Global Biodiversity Information Facility. https://doi.org/10.15468/dl.pec5x5 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Editura Ion Ionescu de la Brad, Iasi | Prodan I (1939) Flora pentru determinarea si descrierea plantelor ce cresc in Romania. Ed. 2, Cluj | Blackburn TM, Pysek P, Bacher S, Carlton JT, Duncan RP, Jarosik V, Wilson JRU, Richardson DM (2011) A proposed unified framework for biological invasions. Trends in Ecology and Evolution 26: 333–339. https://doi.org/10.1016/j.tree.2011.03.023 | Plants of the World Online (2026) https://powo.science.kew.org/",
OSROUCKL6U22ZFHJU285LL,Romania,RO,present,introduced,colonising,transportContaminant,1949/2022,"Olenici N, Balacenoiu F, Tomescu R, Netoiu C, Buzatu A, Alexandru A (2022) Invasive alien forest insect species in south-eastern Romania. Notulae Botanicae Horti Agrobotanici Cluj-Napoca 50: 12618. https://doi.org/10.15835/nbha50112618",
OSROUCKL6U22ZFHJU285LL,Romania,RO,present,introduced,colonising,transportStowaway,1949/2022,"Olenici N, Balacenoiu F, Tomescu R, Netoiu C, Buzatu A, Alexandru A (2022) Invasive alien forest insect species in south-eastern Romania. Notulae Botanicae Horti Agrobotanici Cluj-Napoca 50: 12618. https://doi.org/10.15835/nbha50112618",
OSROUCKL6U22ZFHJU285LL,Romania,RO,present,introduced,colonising,naturalDispersal,1949/2022,"Olenici N, Balacenoiu F, Tomescu R, Netoiu C, Buzatu A, Alexandru A (2022) Invasive alien forest insect species in south-eastern Romania. Notulae Botanicae Horti Agrobotanici Cluj-Napoca 50: 12618. https://doi.org/10.15835/nbha50112618",
OSROUCKL6UZY7CL470DOMN,Romania,RO,present,introduced,colonising,transportStowaway,1961/1961,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti. | Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03",
OSROUCKL6UZY7CL470DOMN,Romania,RO,present,introduced,colonising,ballastWater,1961/1961,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti. | Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03",
OSROUCKL6UZY7CL470DOMN,Romania,RO,present,introduced,colonising,naturalDispersal,1961/1961,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti. | Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03",
OSROUCKL6VXI9U1X1I0VXF,Romania,RO,doubtful,uncertain,established,transportContaminant,1981/2018,Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.,
OSROUCKL6VXI9U1X1I0VXF,Romania,RO,doubtful,uncertain,established,parasitesOnPlants,1981/2018,Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.,
OSROUCKL6VXI9U1X1I0VXF,Romania,RO,doubtful,uncertain,established,naturalDispersal,1981/2018,Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.,
OSROUCKL6XYX3U86YZI4D1,Romania,RO,present,introduced,established,seedContaminant,1931/2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Anastasiu P, Sarbu I, Negrean G (2009) Verbesina encelioides-A new alien plant in Romania. Annals of the University of Craiova-Agriculture, Montanology, Cadastre Series, 39(2), 15-18",
OSROUCKL6XYX3U86YZI4D1,Romania,RO,present,introduced,established,otherTransport,1931/2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Anastasiu P, Sarbu I, Negrean G (2009) Verbesina encelioides-A new alien plant in Romania. Annals of the University of Craiova-Agriculture, Montanology, Cadastre Series, 39(2), 15-18",
OSROUCKL6XYX3U86YZI4D1,Romania,RO,present,introduced,established,naturalDispersal,1931/2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Anastasiu P, Sarbu I, Negrean G (2009) Verbesina encelioides-A new alien plant in Romania. Annals of the University of Craiova-Agriculture, Montanology, Cadastre Series, 39(2), 15-18",
OSROUCKL759HW84STSFDA9,Romania,RO,doubtful,uncertain,established,parasitesOnPlants,2010/,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Cocquempot C, Lindelow A (2010) Longhorn beetles (Coleoptera, Cerambycidae). Chapter 8.1. BioRisk 4: 193-218. https://doi.org/10.3897/biorisk.4.56",
OSROUCKL759HW84STSFDA9,Romania,RO,doubtful,uncertain,established,transportContaminant,2010/,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Cocquempot C, Lindelow A (2010) Longhorn beetles (Coleoptera, Cerambycidae). Chapter 8.1. BioRisk 4: 193-218. https://doi.org/10.3897/biorisk.4.56",
OSROUCKL759HW84STSFDA9,Romania,RO,doubtful,uncertain,established,naturalDispersal,2010/,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55 | Cocquempot C, Lindelow A (2010) Longhorn beetles (Coleoptera, Cerambycidae). Chapter 8.1. BioRisk 4: 193-218. https://doi.org/10.3897/biorisk.4.56",
OSROUCKL76JMDHTO34DSIF,Romania,RO,present,introduced,colonising,transportStowaway,2012/2012,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",
OSROUCKL76JMDHTO34DSIF,Romania,RO,present,introduced,colonising,naturalDispersal,2012/2012,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",
OSROUCKL76MHABQ0OMZ2B3,Romania,RO,present,introduced,colonising,transportStowaway,2012/2012,"Timofte F, Tabarcea C (2012) Oithona brevicornis Giesbrecht, 1892 (Copepoda: Cyclopoida) - first record in the Romanian Black Sea waters. J Environ Prot Ecol 13:1683-1686 | Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03 | Gubanova A, Altukhov D, Stefanova K, Arashkevich E, Kamburska L, Prusova I, Svetlichny L, Timofte F, Uysal Z (2014) Species composition of Black Sea marine planktonic copepods. Journal of Marine Systems 135: 44-52. https://doi.org/10.1016/j.jmarsys.2013.12.004",
OSROUCKL76MHABQ0OMZ2B3,Romania,RO,present,introduced,colonising,ballastWater,2012/2012,"Timofte F, Tabarcea C (2012) Oithona brevicornis Giesbrecht, 1892 (Copepoda: Cyclopoida) - first record in the Romanian Black Sea waters. J Environ Prot Ecol 13:1683-1686 | Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03 | Gubanova A, Altukhov D, Stefanova K, Arashkevich E, Kamburska L, Prusova I, Svetlichny L, Timofte F, Uysal Z (2014) Species composition of Black Sea marine planktonic copepods. Journal of Marine Systems 135: 44-52. https://doi.org/10.1016/j.jmarsys.2013.12.004",
OSROUCKL76MHABQ0OMZ2B3,Romania,RO,present,introduced,colonising,naturalDispersal,2012/2012,"Timofte F, Tabarcea C (2012) Oithona brevicornis Giesbrecht, 1892 (Copepoda: Cyclopoida) - first record in the Romanian Black Sea waters. J Environ Prot Ecol 13:1683-1686 | Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03 | Gubanova A, Altukhov D, Stefanova K, Arashkevich E, Kamburska L, Prusova I, Svetlichny L, Timofte F, Uysal Z (2014) Species composition of Black Sea marine planktonic copepods. Journal of Marine Systems 135: 44-52. https://doi.org/10.1016/j.jmarsys.2013.12.004",
OSROUCKL774NGUMUU3A1OH,Romania,RO,present,introduced,colonising,transportStowaway,2020/2021,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",
OSROUCKL774NGUMUU3A1OH,Romania,RO,present,introduced,colonising,naturalDispersal,2020/2021,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",
OSROUCKL78L4BS18IWMTOK,Romania,RO,present,introduced,colonising,transportContaminant,2008/2018,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",
OSROUCKL78L4BS18IWMTOK,Romania,RO,present,introduced,colonising,parasitesOnPlants,2008/2018,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",
OSROUCKL78L4BS18IWMTOK,Romania,RO,present,introduced,colonising,naturalDispersal,2008/2018,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",
OSROUCKL79I0PMMDIEY130,Romania,RO,present,introduced,colonising,transportContaminant,1954/1954,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55",
OSROUCKL79I0PMMDIEY130,Romania,RO,present,introduced,colonising,naturalDispersal,1954/1954,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55",
