taxon_id,scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,establishment means,degree of establishment,introduction pathway 1,introduction pathway 2,introduction pathway 3,date first observation,date last observation,source,remarks,native range,terrestrial,marine,freshwater,host,date added,added by,verified by
OSRODTIULTD4MPURUZ,Fallopia baldschuanica (Regel) Holub,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,,,1952,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Anastasiu P, Sarbu I, Negrean G (2009) Verbesina encelioides-A new alien plant in Romania. Annals of the University of Craiova-Agriculture, Montanology, Cadastre Series, 39(2), 15-18",,Central Asia | Indian Subcontinent | Western Asia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Daniyar Memedemin
OSROUCKL00E02MI1CEL8MZ,"Euura tibialis (Newman, 1837)",Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Euura,species,ICZN,Romania,RO,present,introduced,colonising,transportContaminant,transportStowaway,,1953,2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55",,Northern America,TRUE,FALSE,FALSE,Robinia pseudoacacia,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLZ6RW7T6XA86V36,"Ficopomatus enigmaticus (Fauvel, 1923)",Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Ficopomatus,species,ICZN,Romania,RO,present,introduced,invasive,transportStowaway,naturalDispersal,,1954,2022,"Pitis I, Lacatusu V (1971) Pollution biologique de l'eau du port de Constantza (Mer Noire) avec Mercierella enigmatica. Rapports de la Commission Internationale de la Mer Mediterranee, 20 (3): 287-288 | Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",,Indian Ocean | Australia and New Zealand (Southern Hemisphere),FALSE,TRUE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLR8O8IIPO1W9WQP,"Bruchophagus sophorae Crosby & Crosby, 1929",Animalia,Arthropoda,Insecta,Hymenoptera,Eurytomidae,Bruchophagus,species,ICZN,Romania,RO,present,introduced,colonising,transportContaminant,naturalDispersal,,1954,2021,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",,Eastern Asia,TRUE,FALSE,FALSE,Sophora,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKL79I0PMMDIEY130,"Hypoponera punctatissima (Roger, 1859)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Hypoponera,species,ICZN,Romania,RO,present,introduced,colonising,transportContaminant,naturalDispersal,,1954,1954,"Rasplus J-Y, Villemant C, Rosa Paiva M, Delvare G, Roques A (2010) Hymenoptera. Chapter 12. BioRisk 4: 669-776. https://doi.org/10.3897/biorisk.4.55",,Africa,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKL4BXMOM1UH1A3KI,"Urnatella gracilis Leidy, 1851",Animalia,Entoprocta,,,Barentsiidae,Urnatella,species,ICZN,Romania,RO,present,introduced,casual,ballastWater,PublicGardenZooAquaria,corridor,1954,1998,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",,Northern America (eastern USA),FALSE,FALSE,TRUE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Oana P. Popa
OSRONND6PCVYH1JLUA,Erysimum × cheiri (L.) Crantz,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,escapeFromConfinement,,1954,2025,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Anastasiu P, Camen-Comanescu P, Sirbu I-M, Urziceanu M (2024) Urban flora: new reports for Bucharest's flora. Acta Horti Botanici Bucurestiensis 50(1): 41-58. https://doi.org/10.62229/ahbb.2024.50/3 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Editura Ion Ionescu de la Brad, Iasi | Oprea A (2005) Lista critica a plantelor vasculare din Romania. Editura Univ. Al. I. Cuza, Iasi | Blackburn TM, Pysek P, Bacher S, Carlton JT, Duncan RP, Jarosik V, Wilson JRU, Richardson DM (2011) A proposed unified framework for biological invasions. Trends in Ecology and Evolution 26: 333–339. https://doi.org/10.1016/j.tree.2011.03.023 | Plants of the World Online (2026) https://powo.science.kew.org/",,Southeastern Europe,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Mihaela Urziceanu
OSROUCKLHXU8R6Z3ILPOU9,"Polydora cornuta Bosc, 1802",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Polydora,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,,,1955,2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",,Atlantic Ocean,FALSE,TRUE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLQU6LLTZZPUAJPZ,"Stictocephala bisonia Kopp & Yonke, 1977",Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Stictocephala,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,contaminantOnPlants,,1955,2025,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68. | https://www.inaturalist.org/photos/593125882",,Northern America,TRUE,FALSE,FALSE,Plantae,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Ioana Cristina Constantinescu
OSRORDH3PBZGF7DPXP,Lepidium virginicum L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,species,ICN,Romania,RO,present,introduced,established,seedContaminant,,,1955,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Anastasiu P, Sarbu I, Negrean G (2009) Verbesina encelioides-A new alien plant in Romania. Annals of the University of Craiova-Agriculture, Montanology, Cadastre Series, 39(2), 15-18",,Caribbean | Central America | Eastern Canada | Mexico | North-Central U.S.A. | Northeastern U.S.A. | Northwestern U.S.A. | South-Central U.S.A. | Southeastern U.S.A. | Southwestern U.S.A. | Western Canada,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Daniyar Memedemin
OSROKTVZIIA06VIDEN,Philadelphus coronarius L.,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Philadelphus,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,,,1956,2022,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Editura Ion Ionescu de la Brad | Anastasiu P, Sarbu I, Negrean G (2009) Verbesina encelioides-A new alien plant in Romania. Annals of the University of Craiova-Agriculture, Montanology, Cadastre Series, 39(2), 15-18",,Caucasus | Western Asia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Daniyar Memedemin
OSRO4NHFYPTWRV9WLK,Petunia × atkinsiana D.Don ex Loudon,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Petunia,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,escapeFromConfinement,,1956,2025,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Anastasiu P, Camen-Comanescu P, Sirbu I-M, Urziceanu M (2024) Urban flora: new reports for Bucharest's flora. Acta Horti Botanici Bucurestiensis 50(1): 41-58. https://doi.org/10.62229/ahbb.2024.50/3 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Editura Ion Ionescu de la Brad, Iasi | Prodan I (1956) Aspecte din vegetatia zonei de vest a Republicii Populare Romane. Bul. Sti. Acad. R.P. Romane, sect. Biol., Sti. Agr. 7(1): 5-46 | Blackburn TM, Pysek P, Bacher S, Carlton JT, Duncan RP, Jarosik V, Wilson JRU, Richardson DM (2011) A proposed unified framework for biological invasions. Trends in Ecology and Evolution 26: 333–339. https://doi.org/10.1016/j.tree.2011.03.023 | Plants of the World Online (2026) https://powo.science.kew.org/",,hybrid,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Mihaela Urziceanu
OSROUCKLCD19GG8IYA4KN3,"Alitta succinea (Leuckart, 1847)",Animalia,Annelida,Polychaeta,Phyllodocida,Nereidae,Alitta,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,naturalDispersal,,1957,2022,"Bancila R, Skolka M, Ivanova P, Surugiu V, Stefanova K, Todorova V, Zenetos A (2022) Alien species of the Romanian and Bulgarian Black Sea coast: state of knowledge, uncertainties, and needs for future research. Aquatic Invasions 17: 253-273. https://doi.org/10.3391/ai.2022.17.3.02 | Dumitrescu E (1957) Contributii la studiul polichetelor din Marea Neagra, litoralul rominesc. Buletin Stiintific. Sectia de Biologie si Stiinte Agricole (Seria zoologie) 9:119-130.",,Atlantic Ocean (N) | Northern America (Atlantic coast) | Europe (Atlantic coast),FALSE,TRUE,FALSE,,2026-03-14,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLIJ6CHFQYTSM73F,"Cymbasoma rigidum Thompson I.C., 1888",Animalia,Arthropoda,Copepoda,Monstrilloida,Monstrillidae,Cymbasoma,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,ballastWater,naturalDispersal,1957,1957,"Suarez-Morales E, Grygier MJ (2021) Mediterranean and Black Sea Monstrilloid Copepods (Copepoda: Monstrilloida): Rediscovering the Diversity of Transient Zooplankters. Water 13: 1036. https://doi.org/10.3390/w13081036 | Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",,Atlantic Ocean,FALSE,TRUE,FALSE,Polychaeta,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROUCKLCF3ZEFMTLHT3OW,"Cymbasoma thompsonii (Giesbrecht, 1893)",Animalia,Arthropoda,Copepoda,Monstrilloida,Monstrillidae,Cymbasoma,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,ballastWater,naturalDispersal,1957,1957,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Palero F, Ferrer-Mateu I, Wray B, Hughes R, Morritt D, Lepage M, Kotterman M, van der Meer M, Tate M, Kamanli S, Smith L, Llewellyn-Hughes J, Clark P (2022) Presence of a second Eriocheir species in Europe as confirmed by molecular and morphological data. Aquatic Invasions 17: 374-392. https://doi.org/10.3391/ai.2022.17.3.03",,Atlantic Ocean,FALSE,TRUE,FALSE,Polychaeta,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
OSROWQRHBA1DC189AA,Perilla frutescens (L.) Britton,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Perilla,species,ICN,Romania,RO,present,introduced,casual,ornamentalNonHorticulture,horticulture,,1957,2022,"Negrean G (2012) Addenda to Flora Romaniae volumes 1-12. Newly published plants, nomenclature, taxonomy, chorology and commentaries (Part 2). Kanitzia, 19: 195-233",,China | Eastern Asia | Indian Subcontinent | Indo-China | Malesia | Russian Far East,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Culita Sirbu
OSROUCKL1SGPOOEDS9FWR2,"Chaetosiphon (Pentatrichopus) fragaefolii (Cockerell, 1901)",Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Chaetosiphon,species,ICZN,Romania,RO,present,introduced,invasive,transportStowaway,parasitesOnPlants,,1958,2022,"Adam C, Constantinescu IC, Draghici AC, Fusu L, Fusu MM, Gheoca V, Iorgu IS, Irimia AG, Maican S, Manci CO, Manu M, Mitroiu MD, Olosutean HG, Perju M, Petrescu AM, Pintilioaie AM, Popa AF, Popescu IE, Popovici OA, Prunar FV, Radac IA, Sahlean TC, Sitar C, Stanciu CR, Szekely L, Tausan I, Tomozii IB, Torok SC, Zaharia LG (2022) Raport final privind distributia speciilor de nevertebrate terestre alogene din hot-spot-uri si caile prioritare de patrundere (an 3 cartare). Raport intocmit in cadrul Proiectului POIM2014+120008 - Managementul adecvat al speciilor invazive din Romania, in conformitate cu Regulamentul UE 1143/2014 referitor la prevenirea si gestionarea introducerii si raspandirii speciilor alogene invazive. Ministerul Mediului, Apelor si Padurilor & Universitatea din Bucuresti, Bucuresti.",,Northern America,TRUE,FALSE,FALSE,Fragaria,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Costica Adam
OSROUCKL8P9BUUYWSSRAA9,"Myocastor coypus (Molina, 1782)",Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Myocastor,species,ICZN,Romania,RO,present,introduced,invasive,fur,escapeFromConfinement,naturalDispersal,1958,2026,"Cogalniceanu D, Cobzaru I, Dragan O, Fanaru G, Iftime A, Stanescu F, Telea E, Topliceanu S, Ureche D, Chisamera G, Petrescu A, Iftime O (2021) Raport tehnic privind sursele bibliografice referitoare la speciile de vertebrate terestre alogene invazive si potential invazive. Zenodo. https://doi.org/10.5281/zenodo.5593956 | Almasan H, Andone G, Nesterov V (1959) Nutria in Delta Dunarii. Vanatorul si Pescarul Sportiv 5: 10. | GBIF.org (2026) Occurrence Download. The Global Biodiversity Information Facility. https://doi.org/10.15468/dl.sacyhp",species of Union Concern (Regulation 1143/2014),South America,TRUE,FALSE,TRUE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Gabriel Chisamera
OSROO2G627YBVOK6M4,Buxus sempervirens L.,Plantae,Tracheophyta,Magnoliopsida,Buxales,Buxaceae,Buxus,species,ICN,Romania,RO,present,introduced,casual,horticulture,,,1958,2020,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539",,Caucasus | Middle Europe | Northern Africa | Northern Europe | Southeastern Europe | Southwestern Europe | Western Asia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Daniyar Memedemin
OSROD3QRLGIRFR7K0W,Ulmus pumila L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus,species,ICN,Romania,RO,present,introduced,established,forestry,ornamentalNonHorticulture,,1958,2025,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539 | Sirbu C, Oprea A (2011) Plante adventive in flora Romaniei. Editura Ion Ionescu de la Brad, Iasi, Romania, 734 pp | https://www.inaturalist.org/observations/284481018 | Blackburn TM, Pysek P, Bacher S, Carlton JT, Duncan RP, Jarosik V, Wilson JR, Richardson DM (2011) A proposed unified framework for biological invasions. Trends in Ecology and Evolution 26: 333-339. https://doi.org/10.1016/j.tree.2011.03.023",,Central Asia | China | Eastern Asia | Mongolia | Russian Far East | Siberia,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Ioana-Minodora Sirbu
OSRO9RJM63K44K76IV,Vitis vulpina L.,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,species,ICN,Romania,RO,present,introduced,casual,agriculture,,,1958,2021,"Anastasiu P, Miu I, Gavrilidis A, Preda C, Rozylowicz L, Sirbu C, Oprea A, Urziceanu M, Camen-Comanescu P, Nagoda E, Memedemin D, Barbos M, Boruz V, Cislariu A, Don I, Fagaras M, Frink J, Georgescu I, Haruta O, Hurdu B-I, Matis A, Milanovici S, Muncaciu S, Neacsu A, Neblea M, Nicolin A, Niculescu M, Oroian S, Pop O, Radutoiu D, Samarghitan M, Simion I, Soare L, Steiu C, Stoianov E, Strat D, Szabo A, Szatmari P, Tanase C, Mirea M, Manta N, Sirbu I (2024) Alien plant species distribution in Romania: a nationwide survey following the implementation of the EU Regulation on Invasive Alien Species. Biodiversity Data Journal 12. https://doi.org/10.3897/BDJ.12.e119539","taxonomic status uncertain (synonym of V. riparia in Romanian literature, but accepted as separate species in POWO/Catalogue of Life)",Eastern Canada | North-Central U.S.A. | Northeastern U.S.A. | South-Central U.S.A. | Southeastern U.S.A.,TRUE,FALSE,FALSE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Mihaela Urziceanu
OSROUCKL6DLZM9DC4GZPTU,"Trioza neglecta Loginova, 1978",Animalia,Arthropoda,Insecta,Hemiptera,Triozidae,Trioza,species,ICZN,Romania,RO,present,introduced,colonising,transportStowaway,contaminantOnPlants,,1959,2022,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota. | Teodorescu I (2018) Contribution to database of alien/invasive Homoptera insects in Romania. Romanian Journal of Biology - Zoology 63(1-2): 29-68.",,Asia,TRUE,FALSE,FALSE,Elaeagnus angustifolia,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Ioana Cristina Constantinescu
OSROUCKL8HXHHTERWX30R8,"Verruca spengleri Darwin, 1854",Animalia,Arthropoda,Thecostraca,Verrucomorpha,Verrucidae,Verruca,species,ICZN,Romania,RO,present,introduced,colonising,transportContaminant,naturalDispersal,,1959,1959,"Preda C, Adam C, Constantinescu IC, Popa OP, Popa LO, Balcu M-J, Brezeanu AM, Dascalu MM, Draghici A-C, Gavrilescu CF, Gavrilidis AA, Gheoca V, Iorgu EI, Iorgu IS, Krapal AM, Maican S, Manci C-O, Manta N, Manu M, Motoc RM, Niculae IM, Petrescu A-M, Pintilioaie A-M, Popa AF, Radac IA, Rozylowicz L, Ruicanescu A, Sahlean TC, Surugiu V, Serban C, Stefan A, Szekely L, Tausan I, Skolka M (2026) From soil to stream and sea: species richness and distribution of alien invertebrates in Romania. NeoBiota.",,Atlantic Ocean (NE) | Mediterranean Sea,FALSE,FALSE,TRUE,,2025-11-26,Cristina Preda | Laurentiu Rozylowicz,Marius Skolka | Carla F. Gavrilescu
